#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
create_monster_decision_named;Create Loyal Servant;Create Loyal Servant;;;Create Loyal Servant;;;;;;;;;x
create_monster_decision_desc;Order you alchemist to make this character a loyal Servant.;;;;;;;;;x
EVTDESCcrazy_workshop_events.10;Your experiment worked! But it looks like the mind of the proband was damaged...;;;;;;;;;x
EVTOPTAcrazy_workshop_events.10;Doesn't matter, I need muscle over brain;;;;;;;;;x
EVTDESCcrazy_workshop_events.11;You are dragged on a table in a small cell. When you wake up you don't remember anything. You are attached to tubes...;;;;;;;;;x
EVTOPTAcrazy_workshop_events.11;Where is my master? I must serve him.;;;;;;;;;x
EVTDESCcrazy_workshop_events.20;Your alchemist informs you that the experimentee died immediately. His body was too weak. Maybe you need better equipment?;;;;;;;;;x
EVTOPTAcrazy_workshop_events.20;Bury the corpse where nobody can find it.;;;;;;;;;x
EVTDESCcrazy_workshop_events.21;You are dragged on a table in a small cell. You lose your consciousness.;;;;;;;;;x
EVTOPTAcrazy_workshop_events.21;That's it, I won't wake up again...;;;;;;;;;x
learn_lemoncake_decision;Learn Lemoncake;Learn Lemoncake;;;Learn Lemoncake;;;;;;;;;x
learn_lemoncake_decision_desc;Learn how to make lemoncake;;;;;;;;;x
lemoncake;Lemoncake;Lemoncake;;;Lemoncake;;;;;;;;;x
lemoncake_desc;This person knows how to make a delicious lemoncake;;;;;;;;;x
ca_bakery;Bakery;Bakery;;;Bakery;;;;;;;;;x
ct_bakery;Bakery;Bakery;;;Bakery;;;;;;;;;x
ca_bakery_desc;Maybe you can learn some recipes?;;;;;;;;;x
pet_stray_dog;Stray Dog;;;;;;;;;;;x
pet_stray_dog_desc;A former stray dog accompanies this character;;;;;;;;;x
pet_stray_cat;Stray Cat;;;;;;;;;;;x
pet_stray_cat_desc;A former stray cat accompanies this character;;;;;;;;;x
pet_little_panda;Little Panda;;;;;;;;;;;x
pet_little_panda_desc;A little panda accompanies this character;;;;;;;;;x
pet_dwarf_elephant;Dwarf Elephant;;;;;;;;;;;x
pet_dwarf_elephant_desc;A dwarf elephant accompanies this character;;;;;;;;;x
pet_manticore;Pet Manticore;;;;;;;;;;;x
pet_manticore_desc;This character has a pet manticore...;;;;;;;;;x
ca_tailor_guildhall;Tailor's Guild Hall;Tailor's Guild Hall;;;Tailor's Guild Hall;;;;;;;;;x
ct_tailor_guildhall;Tailor's Guild Hall;Tailor's Guild Hall;;;Tailor's Guild Hall;;;;;;;;;x
ca_tailor_guildhall_desc;The main building of the Tailor's Guild;;;;;;;;;x
EVTDESCtailor_events.10;The Tailor Guild needs a new guild master. You can decide who it will be.;;;;;;;;;x
EVTOPTAtailor_events.10;I choose the tailor who wants to prepare more winter clothes.;;;;;;;;;x
EVTOPTBtailor_events.10;The one who wants to make more afforadable clothes for the common people.;;;;;;;;;x
EVTOPTCtailor_events.10;The tailor known for his luxurious taste should get the job.;;;;;;;;;x
EVTOPTDtailor_events.10;The man with the best economic sense will be the new guild master.;;;;;;;;;x
EVTDESCtailor_events.11;The tailor guild made sure that everyone has warm clothes this winter.;;;;;;;;;x
EVTOPTAtailor_events.11;I still hope the winter ends soon.;;;;;;;;;x
EVTDESCtailor_events.12;The tailor guild lowered its prices. The people are happy.;;;;;;;;;x
EVTOPTAtailor_events.12;OK.;;;;;;;;;x
EVTDESCtailor_events.13;The tailors of this province only make artistic and luxurious clothes. The nobles are buying new clothes every month, but the common people are not pleased.;;;;;;;;;x
EVTOPTAtailor_events.13;Oh...;;;;;;;;;x
EVTDESCtailor_events.14;The Tailor Guild reports that they are increasing their profits.;;;;;;;;;x
EVTOPTAtailor_events.14;Good.;;;;;;;;;x
winter_tailor;Winter Tailor;;;;;;;;;;;x
winter_tailor_desc;The Tailor Guild prepares for the winter;;;;;;;;;;;x
kind_tailor;Kind Tailor;;;;;;;;;;;x
kind_tailor_desc;This guild master is very kind;;;;;;;;;;;x
luxuriant_tailor;Luxuriant Tailor;;;;;;;;;;;x
luxuriant_tailor_desc;This guild master is known for his expensive taste;;;;;;;;;;;x
economic_tailor;Economic Tailor;;;;;;;;;;;x
economic_tailor_desc;The guild master is knowledgeable in economics;;;;;;;;;;;x
winter_clothes;Winter Clothes;;;;;;;;;;;x
winter_clothes_desc;Warm clothes for everyone!!!;;;;;;;;;;;x
affordable_clothes;Affordable Clothes;;;;;;;;;;;x
affordable_clothes_desc;Even the poorest can afford good clothes here;;;;;;;;;;;x
luxurious_clothes;Luxurious Clothes;;;;;;;;;;;x
luxurious_clothes_desc;The local tailors only sell very expensive clothes;;;;;;;;;;;x
profitable_clothes;Profitable Clothes;;;;;;;;;;;x
profitable_clothes_desc;The Tailor Guild is very profitable;;;;;;;;;;;x
ca_treasure_hunter_inn;Treasure Hunter Inn;Treasure Hunter Inn;;Treasure Hunter Inn;;;;;;;;;;;x
ct_treasure_hunter_inn;Treasure Hunter Inn;Treasure Hunter Inn;;Treasure Hunter Inn;;;;;;;;;;;x
ca_treasure_hunter_inn_desc;This Inn is owned by an old treasure hunter, maybe he has other stuff to sell than food and drinks?;;;;;;;;;;;x
huge_syringe;Huge Syringe;;;;;;;;;;;x
huge_syringe_desc;This Syringe could be used in horrible experiments...;;;;;;;;;;;x
EVTDESCcrazy_workshop_events.30;Your attempt to create a loyal, obedient servent failed and you ask your alchemist what to do. He suggests buying better equipment;;;;;;;;;;;x
EVTOPTAcrazy_workshop_events.30;Yes, i need to make sure that nobody, who can still be useful for me, dies;;;;;;;;;;;x
EVTOPTBcrazy_workshop_events.30;No, it is too expensive;;;;;;;;;;;x
ca_gambling_den;Gambling Den;;;;;;;;;;;x
ct_gambling_den;Gambling Den;;;;;;;;;;;x
ca_gambling_den_desc;No honorable person would visit such a place, a lot of rulers make them illegal;;;;;;;;;;;x
map_axe;Treasure Map;;;;;;;;;;;x
map_axe_desc;There is something written on the back:original home of the Andals?;;;;;;;;;;;x
map_flint;Treasure Map;;;;;;;;;;;x
map_flint_desc;There is something written on the back:the whole hand;;;;;;;;;;;x
map_kayce;Treasure Map;;;;;;;;;;;x
map_kayce_desc;There is something written on the back:four suns;;;;;;;;;;;x
map_lorath;Treasure Map;;;;;;;;;;;x
map_lorath_desc;There is something written on the back: left, right, left, left, left, I am the last one, wish me luck;;;;;;;;;;;x
map_sisters;Treasure Map;;;;;;;;;;;x
map_sisters_desc;There is something written on the back: Night Lamp;;;;;;;;;;;x
map_skagos;Treasure Map;;;;;;;;;;;x
map_skagos_desc;There is something written on the back: black and yellow = fake;;;;;;;;;;;x
map_tyrosh;Treasure Map;;;;;;;;;;;x
map_tyrosh_desc;There is something written on the back: Where does the dye come from?;;;;;;;;;;;x
amber_eye_axe;Amber Eye Axe;;;;;;;;;;;x
amber_eye_axe_desc;A ceremonial axe from the peninsula "The Axe", which is famous for its amber.;;;;;;;;;;;x
flint_stone_hand;Stone Hand of Flint;;;;;;;;;;;x
flint_stone_hand_desc;A hand made of stone, some rumors connect it to the Night's King...;;;;;;;;;;;x
horn_of_herrock;Horn of Herrock;;;;;;;;;;;x
horn_of_herrock_desc;The Horn of Herrock is a black, twisted horn that is banded with gold.;;;;;;;;;;;x
mazemaker_hammer;Hammer of the Mazemakers;;;;;;;;;;;x
mazemaker_hammer_desc;The mazemakers were a race of people who constructed vast mazes which have been found around Lorath and south of it.;;;;;;;;;;;x
the_ladies_tear;Tear of the Lady;;;;;;;;;;;x
the_ladies_tear_desc;People say that this amulet has a deep connection to the Lady of the Waves.;;;;;;;;;;;x
unicorn_lance;Unicorn Lance;;;;;;;;;;;x
unicorn_lance_desc;A Lance mad of the horn of an unicorn of skagos.;;;;;;;;;;;x
sea_snail_charm;Sea Snail Charm;;;;;;;;;;;x
sea_snail_charm_desc;This luck charm symbolises the economic rise of Tyrosh.;;;;;;;;;;;x
visit_treasure_hunter_decision;Visit Treasure Hunter;;;;;;;;;x
visit_treasure_hunter_decision_desc;Visit the Treasure Hunter Inn to buy some artifacts or treasure maps;;;;;;;;;;;;;x
EVTDESCtreasure_hunter_events.10;You arrive at the inn. You have heard that the innkeeper was famous treasure hunter once. It is also famous for its chicken. When you sit down, he asks for your order.;;;;;;;;;;;;;x
EVTOPTAtreasure_hunter_events.10;I have heard about your treasure maps, can you sell me one?;;;;;;;;;;;;;x
EVTOPTBtreasure_hunter_events.10;This is an inn, I buy a round for everyone!;;;;;;;;;;;;;x
EVTOPTCtreasure_hunter_events.10;I will eat chicken, sit back and pick up some rumors;;;;;;;;;;;;;x
EVTDESCtreasure_hunter_events.11;The Innkeeper is very sorry and informs you that he doesn't have any more maps;;;;;;;;;;;;;x
EVTOPTAtreasure_hunter_events.11;Well, that was a waste of time...;;;;;;;;;;;;;x
EVTDESCtreasure_hunter_events.20;You arrive at the Axe, which said to have been the original home of the Andals. The power of Lorath once extended as far as the Axe and now Great Norvos and Ibben both claim the peninsula.;;;;;;;;;;;x
EVTOPTAtreasure_hunter_events.20;I should ask in the city for some old andal ruins or settlements.;;;;;;;;;;;;;x
EVTOPTBtreasure_hunter_events.20;There is an Ibbenese merchant, maybe he can help me;;;;;;;;;;;;;x
EVTOPTCtreasure_hunter_events.20;There is a small temple of the Blind God Boash. Interesting...;;;;;;;;;;;;;x
EVTOPTDtreasure_hunter_events.20;Now that I am close to the treasure, I fear that it might be too dangerous.;;;;;;;;;;;;;x
EVTDESCtreasure_hunter_events.21;You follow the lead of an old man, who remembered playing in some old ruins as a young boy near his old village.;;;;;;;;;;;;;x
EVTOPTAtreasure_hunter_events.21;I should go there at night and alone, so nobody can find it before me.;;;;;;;;;;;;;x
EVTOPTBtreasure_hunter_events.21;I ask the old man to show me and help me for some coin.;;;;;;;;;;;;;x
EVTOPTCtreasure_hunter_events.21;Some of my soldiers will explore these ruins with me.;;;;;;;;;;;;;x
EVTOPTDtreasure_hunter_events.21;I will hire more people to search the ruins for treasure.;;;;;;;;;;;;;x
EVTDESCtreasure_hunter_events.211;After some time you find a hidden cave with a heavy chest in it. You open it and there it is: a wonderful axe, with a mysterious gemstone.;;;;;;;;;;;;;x
EVTOPTAtreasure_hunter_events.211;That must be the legendary artifact the innkeeper told me about!;;;;;;;;;;;;;x
EVTDESCtreasure_hunter_events.212;You couldn't find anything really valuable, just some old coins which you can sell for a small profit.;;;;;;;;;;;;;x
EVTOPTAtreasure_hunter_events.212;Ah well, better luck next time.;;;;;;;;;;;;;x
EVTDESCtreasure_hunter_events.213;On the way to the ruins you wake up early, but the old man is missing. It also looks like your purse is gone...;;;;;;;;;;;;;x
EVTOPTAtreasure_hunter_events.213;What have I done to him to deserve this?;;;;;;;;;;;;;x
EVTDESCtreasure_hunter_events.214;While searching the ruins you find a valuable looking chalice, you inspect it in your tent and realize it is not worth much. Then the world goes black. You wake up and the chalice is missing, just like one of your soldiers...;;;;;;;;;;;x
EVTOPTAtreasure_hunter_events.214;At least nothing important was stolen, but why are my soldiers not respecting me?;;;;;;;;;;;;;x
EVTDESCtreasure_hunter_events.22;The merchant looked at my map and after a few coins changed the owner he gave me the location of sunken ship in the nearby river, but wen you found the river it was just a small creek, not big enough for any ships.;;;;;;;;;;;;;x
EVTOPTAtreasure_hunter_events.22;Guess I was tricked...;;;;;;;;;;;;;x
EVTDESCtreasure_hunter_events.23;There is only one person in the room, a small, old woman with unusual big eyes. You tell her about the treasure hunt and she offers you to drink a potion of good luck for your adventure, of course you accept it! You don't remember how it tasted...;;;;;;;;;;;x
EVTOPTAtreasure_hunter_events.23;What am I doing in this city again? And where is my money?;;;;;;;;;;;;;x
visited_treasure_hunter;Visited treasure hunter;;;;;;;;;;;;;x
visited_treasure_hunter_desc;Visited treasure hunter;;;;;;;;;;;;;x
failed_treasure_quest;Failed Treasure Hunt;;;;;;;;;;;;;x
failed_treasure_quest_desc;recently failed a treasure hunter quest;;;;;;;;;;;;;x
EVTDESCtreasure_hunter_events.30;You are at Flint's Finger and looking for clues when a mercenary approaches you. He asks you to "take care" of a preacher, then he can help you with the map. The man preaches at the market about the dark past of the house Flint.;;;;;;;;;;;;;x
EVTOPTAtreasure_hunter_events.30;This preacher will never speak bad about a noble house again!;;;;;;;;;;;;;x
EVTOPTBtreasure_hunter_events.30;I rather have a few drinks at the inn, than doing this dirty work;;;;;;;;;;;;;x
EVTOPTCtreasure_hunter_events.30;It looks like the preacher knows one or two stories, I should talk to him.;;;;;;;;;;;;;x
EVTDESCtreasure_hunter_events.31;You decide to lure the preacher to a dark alley to make short work of him with a knife.;;;;;;;;;;;;;x
EVTOPTAtreasure_hunter_events.31;This will be easy!;;;;;;;;;;;;;x
EVTDESCtreasure_hunter_events.311;You tell the preacher that you have an old document from the nightwatch about the crimes of house Flint. He follows you light-heartedly and when you use your knife to slit his throat he still has a happy face. You meet the mercenary and he tells you about a secret entrance to an old wine cellar.;;;;;;;;;;;;;x
EVTOPTAtreasure_hunter_events.311;Let me have a look at this.;;;;;;;;;;;;;x
EVTDESCtreasure_hunter_events.312;When you try to take him by surprise on his way home, he disappears behind a corner. Out of frustration you kick against a metal bucket and leave for now.;;;;;;;;;;;;;x
EVTOPTAtreasure_hunter_events.312;This bucket was way harder than expected.;;;;;;;;;;;;;x
EVTDESCtreasure_hunter_events.32;You arrive at the inn, ask some people for clues about your treasure map, but nobody can help you.;;;;;;;;;;;;;x
EVTOPTAtreasure_hunter_events.32;Guess I look for the artifact another time.;;;;;;;;;;;;;x
EVTDESCtreasure_hunter_events.33;After his speech you approach the preacher and ask him more about the Flints past, especially about the dark magic he mentioned. When he realizes that you are actually listening to him, he talks so much that you can't make out the important bits.;;;;;;;;;;;;;x
EVTOPTAtreasure_hunter_events.33;I will be nice and patient and try to lead him towards the important part.;;;;;;;;;;;;;x
EVTOPTBtreasure_hunter_events.33;I have enough of this, I will force the information out of him...;;;;;;;;;;;;;x
EVTDESCtreasure_hunter_events.331;Success! He tells you about a secret entrance to an old wine cellar.;;;;;;;;;;;;;x
EVTOPTAtreasure_hunter_events.331;What awaits me there?;;;;;;;;;;;;;x
EVTDESCtreasure_hunter_events.332;You failed! He sees right through your intentions and flees, but not after he hurt your eyes!;;;;;;;;;;;;;x
EVTOPTAtreasure_hunter_events.332;Oh no, I hope my eyes will heal;;;;;;;;;;;;;x
EVTDESCtreasure_hunter_events.34;You arrive at the location of the secret cellar, but you can't find the entrance. After some searching you find a small hand shaped sculpture on a stoneplate, two fingers are broken off. It looks like you can rotate the remaining ones.;;;;;;;;;;;;;x
EVTOPTAtreasure_hunter_events.34;I will rotate the thumb.;;;;;;;;;;;;;x
EVTOPTBtreasure_hunter_events.34;I will rotate the index finger.;;;;;;;;;;;;;x
EVTOPTCtreasure_hunter_events.34;I will rotate the middle finger.;;;;;;;;;;;;;x
EVTOPTDtreasure_hunter_events.34;Isn't there a way to rotate the whole hand?;;;;;;;;;;;;;x
EVTDESCtreasure_hunter_events.341;You rotate the finger and you can hear a loud "click"! Followed by an explosion right next to you...;;;;;;;;;;;;;x
EVTOPTAtreasure_hunter_events.341;I hope i am not too badly injured...;;;;;;;;;;;;;x
EVTDESCtreasure_hunter_events.342;You grab the hand and rotate it. The stone plate moves and you go into the cellar. You inspect the wine casks and in one of them you find a strange cold stone hand sculpture;;;;;;;;;;;;;x
EVTOPTAtreasure_hunter_events.342;Yabba Dabba Doo!;;;;;;;;;;;;;x
EVTDESCtreasure_hunter_events.40;You arrive at Kayce, a modestly large harbour town, where could you find the artifact?;;;;;;;;;;;;;x
EVTOPTAtreasure_hunter_events.40;I will ask the whores, they should know something.;;;;;;;;;;;;;x
EVTOPTBtreasure_hunter_events.40;I will look around the market.;;;;;;;;;;;;;x
EVTOPTCtreasure_hunter_events.40;Maybe the workers at the harbour can help me;;;;;;;;;;;;;x
EVTDESCtreasure_hunter_events.41;You choose the biggest brothel to find some clues, but when you want to approach one of he girls, the owner asks yo to only touch and talk to the girls after you paid. Which one do you choose?;;;;;;;;;;;;;x
EVTOPTAtreasure_hunter_events.41;This beautiful girl from Naath piques my interest. She has a butterfly tattoo.;;;;;;;;;;;;;x
EVTOPTBtreasure_hunter_events.41;The westerosi girl with a small 4 suns tattoo at her wrist looks interesting.;;;;;;;;;;;;;x
EVTOPTCtreasure_hunter_events.41;The wildling girl surely knows what I want. She has a weird foreign ring.;;;;;;;;;;;;;x
EVTOPTDtreasure_hunter_events.41;I don't have any money for this.;;;;;;;;;;;;;x
EVTDESCtreasure_hunter_events.411;When you arrive at the private room with the Naathi lady, you ask her about Kayce and if she knows anything about its history or old artifacts. But she tells you that she only arrived last week here.;;;;;;;;;;;;;x
EVTOPTAtreasure_hunter_events.411;Why don't you tell me something about your homeland instead?;;;;;;;;;;;;;x
EVTOPTBtreasure_hunter_events.411;Well, I am already here with you, so we might as well have some fun...;;;;;;;;;;;;;x
EVTDESCtreasure_hunter_events.412;When you arrive at the private room, you ask her about Kayce and if she knows anything about its history or old artifacts. She says she doesn't know much about this stuff.;;;;;;;;;;;;;x
EVTOPTAtreasure_hunter_events.412;Tell me about this tattoo, what does it mean.;;;;;;;;;;;;;x
EVTOPTBtreasure_hunter_events.412;Well, I am already here with you, so we might as well have some fun...;;;;;;;;;;;;;x
EVTDESCtreasure_hunter_events.413;When you arrive at the private room, you ask her about Kayce and if she knows anything about its history or old artifacts, but she just makes confused face and begins to unclothe.;;;;;;;;;;;;;x
EVTOPTAtreasure_hunter_events.413;Does this girl even speak the Common Tongue? Maybe we can communicate with gestures?;;;;;;;;;;;;;x
EVTOPTBtreasure_hunter_events.413;Well, I am already here with you, so we might as well have some fun...;;;;;;;;;;;;;x
EVTDESCtreasure_hunter_events.414;This quest is more expensive than you thought.;;;;;;;;;;;;;x
EVTOPTAtreasure_hunter_events.414;Guess I have to go home.;;;;;;;;;;;;;x
EVTDESCtreasure_hunter_events.4111;The woman tells you a lot about Naath, they believe in extreme pacifism. They make music rather than war and kill nothing, not even animals, eating only fruit and never flesh.;;;;;;;;;;;;;x
EVTOPTAtreasure_hunter_events.4111;I didn't find out about any treasures, but I learned something.;;;;;;;;;;;;;x
EVTDESCtreasure_hunter_events.4112;You wake up the next morning, you had a great night, but you didn't get closer to the treasure.;;;;;;;;;;;;;x
EVTOPTAtreasure_hunter_events.4112;Well, at least I had some fun.;;;;;;;;;;;;;x
EVTDESCtreasure_hunter_events.4131;You try everything to communicate with her, but she doesn't get what you want. You leave very frustrated.;;;;;;;;;;;;;x
EVTOPTAtreasure_hunter_events.4131;I'm going home!;;;;;;;;;;;;;x
EVTDESCtreasure_hunter_events.42;You are at the market, asking around for old or rare artifacts didn't bear much fruit, so you decide to buy something useful.;;;;;;;;;;;;;x
EVTOPTDtreasure_hunter_events.42;But I don't have enough money...;;;;;;;;;;;;;x
EVTDESCtreasure_hunter_events.43;You are at the market, asking around for old or rare artifacts didn't bear much fruit, so you decide to buy something useful.;;;;;;;;;;;;;x
EVTDESCtreasure_hunter_events.4121;"This is nothing important" she says as she tries to hide it. Asking about the four suns tattoo was the right decision, it looks like she is hiding something, you have to know about it.;;;;;;;;;;;;;x
EVTOPTAtreasure_hunter_events.4121;I am good with words I will try to talk her into telling me everything.;;;;;;;;;;;;;x
EVTOPTBtreasure_hunter_events.4122;I will try to follow her after she leaves.;;;;;;;;;;;;;x
EVTOPTCtreasure_hunter_events.4123;I just use force to get my answers.;;;;;;;;;;;;;x
EVTDESCtreasure_hunter_events.41211;Success! You "convinced" her to tell you everything about a secret brothel cellar she and her sisters are hiding. You two take the artifact while she would have to guard it.;;;;;;;;;;;;;x
EVTOPTAtreasure_hunter_events.41211;The Horn of Herrock! Let's leave before someone notices.;;;;;;;;;;;;;x
EVTDESCtreasure_hunter_events.41221;You follow her to secret cellar, it looks like she is guarding it with other whores. You manage to find a way inside and out again without anybody noticing that you took a small box with you. You open it outside...;;;;;;;;;;;;;x
EVTOPTAtreasure_hunter_events.41221;I can't believe it, I found the Horn of Herrock!;;;;;;;;;;;;;x
EVTDESCtreasure_hunter_events.41212;You failed to get any clues about the treasure and the girl called for help. You got kicked out of the brothel, but not without getting some kicks in your private parts.;;;;;;;;;;;;;x
EVTOPTAtreasure_hunter_events.41212;Ouch;;;;;;;;;;;;;x
EVTDESCtreasure_hunter_events.50;A man approaches you claiming that he is a treasure hunter and that he wants to sell one of his findings. He also says that the inn where you purchased a map is known for forging treasure maps and selling the same one to multiple persons...;;;;;;;;;;;;;x
EVTOPTAtreasure_hunter_events.50;I will buy the artifact and I should destroy the map;;;;;;;;;;;;;x
EVTOPTBtreasure_hunter_events.50;This is too expensive and I should destroy the map;;;;;;;;;;;;;x
EVTDESCminor_building_events.10;Chris the local candle maker is visiting you to give you a sample of his best candles.;;;;;;;;;;;;;x
EVTOPTAminor_building_events.10;They will help me with my studies!;;;;;;;;;;;;;x
EVTOPTBminor_building_events.10;What am I supposed to do with that? Sell them!;;;;;;;;;;;;;x
